location,coordinate,pinyin
"['新豐', '竹北']","[(120.9965344, 24.8692766), (121.0092345, 24.8391734)]","['xin_feng', 'zhu_bei']"
"['和平區', '雪山坑林道']","[(120.88349, 24.17477), (120.9487663, 24.3257611)]","['he_ping_qu', 'xue_shan_keng_lin_dao']"
"['三芝', '淡水', '萬華']","[(121.501576, 25.2589324), (121.4531477, 25.1813044), (121.4999266, 25.0334399)]","['san_zhi', 'dan_shui', 'wan_hua']"
"['瑞芳車站', '水湳洞']","[(121.80605396711809, 25.1090703), (121.862304, 25.125381)]","['rui_fang_che_zhan', 'shui_nan_dong']"
"['關西', '太和宮', '關西分駐所']","[(121.1769093, 24.7923751), (121.66035104601329, 25.194939650000002), (121.17666275070005, 24.7899115)]","['guan_xi', 'tai_he_gong', 'guan_xi_fen_zhu_suo']"
"['鳳山', '大東濕地公園']","[(120.3566769, 22.6315973), (120.3642745636381, 22.627206299999997)]","['feng_shan', 'da_dong_shi_di_gong_yuan']"
"['六龜', '荖濃', '寶來']","[(120.633418, 22.997914), (120.673333, 23.0725), (120.699722, 23.108333)]","['liu_gui', 'lao_nong', 'bao_lai']"
"['富貴角燈塔', '老梅綠石槽', '石門洞']","[(121.536666, 25.2984098), (121.5456770350793, 25.291767), (121.5022847, 23.5224802)]","['fu_gui_jiao_deng_ta', 'lao_mei_lv_shi_cao', 'shi_men_dong']"
"['澎湖', '馬公市區']","[(119.5664543, 23.569694), (120.22507779520112, 23.184751)]","['peng_hu', 'ma_gong_shi_qu']"
"['彌陀', '南寮漁港']","[(120.2473437, 22.7828793), (121.4746335, 22.6588644)]","['mi_tuo', 'nan_liao_yu_gang']"
"['日月潭', '慈恩塔']","[(120.92860700524224, 23.8523282), (120.92080107494787, 23.84196885)]","['ri_yue_tan', 'ci_en_ta']"
"['文山', '木柵']","[(121.491389, 24.198333), (121.573192, 24.9982657)]","['wen_shan', 'mu_shan']"
"['造橋', '談文車站', '竹南站']","[(120.8674346, 24.641736), (120.85823229075427, 24.65648495), (120.879965, 24.6865822)]","['zao_qiao', 'tan_wen_che_zhan', 'zhu_nan_zhan']"
"['關廟', '永康', '將軍', '北門']","[(120.7331688, 23.8075076), (120.2534441, 23.0385558), (120.1381823, 23.2164647), (120.4546634665902, 23.487623499999998)]","['guan_miao', 'yong_kang', 'jiang_jun', 'bei_men']"
"['頭屋', '日新島', '銅鑼']","[(120.3144780989027, 22.755375299999997), (120.8903721, 24.5879844), (120.7860071, 24.4863255)]","['tou_wu', 'ri_xin_dao', 'tong_luo']"
"['宜蘭大學', '泰雅文化']","[(121.7489711, 24.7458709), (121.7498102, 24.424864)]","['yi_lan_da_xue', 'tai_ya_wen_hua']"
"['竹北', '南崁']","[(121.0092345, 24.8391734), (121.2971127, 25.0421361)]","['zhu_bei', 'nan_kan']"
"['蘇澳', '南方澳']","[(121.8514536, 24.5951769), (121.8654649, 24.5826769)]","['su_ao', 'nan_fang_ao']"
"['永福路', '民生路', '西門路']","[(121.5618827, 24.9297967), (120.1996128, 23.6986999), (120.7433554, 22.0074141)]","['yong_fu_lu', 'min_sheng_lu', 'xi_men_lu']"
"['茂林', '多納']","[(121.586496, 25.280496), (120.7163, 22.9106)]","['mao_lin', 'duo_na']"
"['善化', '迎曦湖', '南科考古館', '樹谷生活科學館', '樹谷農場', '南科車站']","[(120.3066223, 23.1330374), (120.2844555399337, 23.0870313), (120.2835895, 23.10099275), (120.26262698083183, 23.1041673), (120.26319037720755, 23.10437095), (120.3022002, 23.1078472)]","['shan_hua', 'ying_xi_hu', 'nan_ke_kao_gu_guan', 'shu_gu_sheng_huo_ke_xue_guan', 'shu_gu_nong_chang', 'nan_ke_che_zhan']"
"['太魯閣', '白楊步道']","[(121.623947, 24.1521), (121.4857501, 24.1849792)]","['tai_lu_ge', 'bai_yang_bu_dao']"
"['陽明大學', '松山奉天宮']","[(121.51223, 25.11912), (121.58472610957946, 25.0372572)]","['yang_ming_da_xue', 'song_shan_feng_tian_gong']"
"['外木山漁港', '大武崙']","[(121.73438256158644, 25.159349), (121.7034773, 25.1421993)]","['wai_mu_shan_yu_gang', 'da_wu_lun']"
"['陽明山', '小油坑', '七星山 (主峰、東峰)', '七星公園', '夢幻湖']","[(121.549104, 25.15273), (121.5476114, 25.1753902), (121.5475119, 25.1767818), (121.55720637277216, 25.164135199999997), (121.56015943844605, 25.167029300000003)]","['yang_ming_shan', 'xiao_you_keng', 'qi_xing_shan_ (_zhu_feng_、_dong_feng_)', 'qi_xing_gong_yuan', 'meng_huan_hu']"
"['茂林', '萬山部落']","[(121.586496, 25.280496), (121.5698974, 24.1731599)]","['mao_lin', 'wan_shan_bu_luo']"
"['復興鄉', '日本富山']","[(121.351898, 24.8153769), (120.53532106996488, 24.06736635)]","['fu_xing_xiang', 'ri_ben_fu_shan']"
"['甲仙', '白雲山（廍亭山）']","[(120.5889226, 23.0816948), (120.622565, 23.0558371)]","['jia_xian', 'bai_yun_shan_（_bu_ting_shan_）']"
"['和平', '大濁水溪橋']","[(121.350369, 23.075546), (121.1210489, 23.9660525)]","['he_ping', 'da_zhuo_shui_xi_qiao']"
"['大武', '太麻里']","[(120.9006493, 22.3654846), (121.004692, 22.6189626)]","['da_wu', 'tai_ma_li']"
"['仁德', '安平', '四草']","[(120.2405275, 22.9234067), (120.1627908, 23.001015), (120.1275085, 23.0181426)]","['ren_de', 'an_ping', 'si_cao']"
"['板橋', '林本源邸(林家花園)']","[(121.4641275, 25.0138099), (121.45502039583631, 25.010582749999998)]","['ban_qiao', 'lin_ben_yuan_di_(_lin_jia_hua_yuan_)']"
"['平溪', '五分山']","[(121.7400116, 25.0256629), (121.7806839, 25.0710251)]","['ping_xi', 'wu_fen_shan']"
"['南橫公路', '桃源部落']","[(120.91894803832491, 23.241949499999997), (120.68323084853225, 22.66551715)]","['nan_heng_gong_lu', 'tao_yuan_bu_luo']"
"['埔里', '霧社']","[(120.9691462, 23.9666667), (121.1319927, 24.02152)]","['pu_li', 'wu_she']"
"['佳樂水', '墾丁大街']","[(120.863611, 21.993889), (120.7989736, 21.9450865)]","['jia_le_shui', 'ken_ding_da_jie']"
